"seconds_ahp","run","seconds_it","users","speed"
"345",0.008289,"13",0.003261,3,"0-5"
"346",0.010421,"13",0.003429,3,"0-5"
"347",0.008391,"13",0.004294,3,"0-5"
"348",0.008753,"13",0.004368,3,"0-5"
"349",0.015513,"13",0.003073,3,"0-5"
"350",0.010503,"13",0.004238,3,"0-5"
"351",0.00894,"13",0.003333,3,"0-5"
"352",0.009336,"13",0.002978,3,"0-5"
"353",0.007127,"13",0.003583,3,"0-5"
"354",0.01105,"13",0.003656,3,"0-5"
"355",0.011307,"13",0.003906,3,"0-5"
"356",0.009298,"13",0.003967,3,"0-5"
"357",0.012653,"13",0.00481,3,"0-5"
"358",0.009967,"13",0.004013,3,"0-5"
"359",0.010163,"13",0.004617,3,"0-5"
"360",0.011222,"13",0.005026,3,"0-5"
"361",0.009231,"13",0.002467,3,"0-5"
"362",0.009609,"13",0.002598,3,"0-5"
"363",0.008769,"13",0.002505,3,"0-5"
"364",0.00752,"13",0.003,3,"0-5"
"365",0.00688,"13",0.004353,3,"0-5"
"366",0.009103,"13",0.002422,3,"0-5"
"367",0.005714,"13",0.003568,3,"0-5"
"368",0.005483,"13",0.002364,3,"0-5"
"369",0.012518,"13",0.003974,3,"0-5"
"370",0.008008,"13",0.002429,3,"0-5"
"371",0.006491,"13",0.002321,3,"0-5"
"372",0.009296,"13",0.002447,3,"0-5"
"373",0.007933,"13",0.003642,3,"0-5"
"374",0.00552,"13",0.002541,3,"0-5"
"375",0.008835,"13",0.003013,3,"0-5"
"376",0.008536,"13",0.002417,3,"0-5"
"377",0.007993,"13",0.002277,3,"0-5"
"378",0.008644,"13",0.003286,3,"0-5"
"379",0.011192,"13",0.002703,3,"0-5"
"380",0.009518,"13",0.002496,3,"0-5"
"381",0.00645,"13",0.003011,3,"0-5"
"382",0.006062,"13",0.002363,3,"0-5"
"383",0.008072,"13",0.002581,3,"0-5"
"384",0.00891,"13",0.003742,3,"0-5"
"385",0.006194,"13",0.002522,3,"0-5"
"386",0.00538,"13",0.002564,3,"0-5"
"387",0.049368,"13",0.002275,3,"0-5"
"388",0.005947,"13",0.002464,3,"0-5"
"389",0.006258,"13",0.002341,3,"0-5"
"390",0.006628,"13",0.00388,3,"0-5"
"391",0.007113,"13",0.003854,3,"0-5"
"392",0.0134,"13",0.002544,3,"0-5"
"393",0.006894,"13",0.00368,3,"0-5"
"394",0.010424,"13",0.002846,3,"0-5"
"395",0.00619,"13",0.003103,3,"0-5"
"396",0.007215,"13",0.004009,3,"0-5"
