"Iteration","Dst","Src","BW","HC","PI","IU","run","method","users","speed"
"286",1,21,0,0,4,2,5.5,"13","it",30,"0"
"287",1,22,0,0.3,2,2,5.5,"13","it",30,"0"
"288",1,23,0,0.3,4,2,5.5,"13","it",30,"0"
"289",1,24,0,0,1,2,5.5,"13","it",30,"0"
"290",1,25,0,0,1,2,5.5,"13","it",30,"0"
"291",1,26,0,0,5,2,5.5,"13","it",30,"0"
"292",1,27,2,0.3,4,2,7.2,"13","it",30,"0"
"293",1,28,2,0.3,3,2,7.2,"13","it",30,"0"
"294",1,29,0,0,2,2,5.5,"13","it",30,"0"
"295",1,30,0,0,1,2,5.5,"13","it",30,"0"
"296",1,31,0,0,3,2,5.5,"13","it",30,"0"
"297",1,32,0,0.3,3,2,5.5,"13","it",30,"0"
"298",1,33,2,0.3,1,3,7.2,"13","it",30,"0"
"299",1,34,0,0,3,2,5.5,"13","it",30,"0"
"300",1,35,0,0,2,2,5.5,"13","it",30,"0"
"301",1,6,1,0.3,1,3,9.4,"14","ahp",30,"0"
"302",1,7,2,0.203704,3,1,7.2,"14","ahp",30,"0"
"303",1,8,1,0.3,1,3,9.4,"14","ahp",30,"0"
"304",1,9,2,0.3,2,1,7.2,"14","ahp",30,"0"
"305",1,10,0,0.3,4,3,5.5,"14","ahp",30,"0"
"306",1,11,0,0.3,1,3,5.5,"14","ahp",30,"0"
"307",1,12,5,0.3,3,2,5.1,"14","ahp",30,"0"
"308",1,13,1,0.3,6,1,9.4,"14","ahp",30,"0"
"309",1,14,5,0.100231,2,2,5.1,"14","ahp",30,"0"
"310",1,15,1,0,7,1,9.4,"14","ahp",30,"0"
"311",1,16,0,0.3,1,3,5.5,"14","ahp",30,"0"
"312",1,17,5,0.3,1,4,5.1,"14","ahp",30,"0"
"313",1,18,1,0,3,3,9.4,"14","ahp",30,"0"
"314",1,19,5,0.3,1,3,5.1,"14","ahp",30,"0"
"315",1,20,1,0,3,3,9.4,"14","ahp",30,"0"
"316",1,21,1,0,6,1,9.4,"14","ahp",30,"0"
